userName,score,at,content
Ahmad Haris,1,2024-06-23 08:19:31,"Aplikasinya bagus tapi kenapa pengurusannya Lama, udah 2 Minggu ngajukan surat pindah belum di vertifikasi, Padahal di dukcapil kab Semarang yang tidak pakai online satu hari bisa jadi, semoga bisa berbenah dukcapil kota semarang"
Sevira Mutyara,1,2024-06-20 09:06:19,Tidak bisa login padahal password dan nik KTP sudah benar
Ihsan Basyiruddin,1,2024-06-20 06:39:33,Masih bingung dan tidak mengerti Mau Buat KK baru dan pisah KK dari orang tua kenapa harus online Padahal enak langsung kekantornya kitimbang online kalau online data datanya takutnya juga ada yang salah
Galang Pratama,1,2024-06-13 10:28:13,Aplikasi yg tidak membantu samsek
Sasuke Juve,4,2024-06-13 02:19:54,Bagaimana cara menambahkan anggota keluarga (bayi/anak) baru pada Kartu Keluarga?
SEC Thamrin,1,2024-06-13 02:05:02,"Halo d'nok ini sekelas kota loh ,kita pake sistem online yg hrusnya mmprcepat n mmprmudah ini malah mmprlambat dan mmprsulit pngurusan dokumen, padahal kelas kota masa kalah sma kabupaten yg notabene lebih efisien kabupaten dlm pengurusan dokumen ,tolong dong diperbaiki , kita ngurus dokumen krna kita butuh n ada deadline waktu heran deh"
Andi Narwanto,1,2024-06-09 17:09:24,Makan gaji buta....
Payuin Indonesia,1,2024-06-06 12:24:30,"Apk sudah membantu. Tapi waktu proses lama, harusnya maksimal 7hari kerja selesai. Dan dokumen yg sudah jadi, dikasih pilihan untuk diambil sendiri atau diantar pakai paket POS (biaya ditanggung pengaju)."
Azis anca,1,2024-06-06 05:07:28,"Aplikasi sering blank, pas udah bisa pengajuan ditolak padahal sudah sesuai prosedur, lama juga. Menyusahkan"
Ahmad Mahmudi,1,2024-06-06 01:22:31,"Verifikasi lama, nunggu 1 minggu ujung""nya di tolak, harusnya di sistem ditulis berkas yang harus di upload apa saja, buang"" waktu"
Dody Sugiharta,1,2024-06-05 00:18:56,kenapa pilihan kelurahan kosong semua .jadinya gagal trus.tolong diperbaiki
Mas Pai (Masmin),5,2024-05-31 12:35:53,Aplikasi yg sangat bermanfaat ngurus akta kelahiran cepat dan nda ribet 1 hari jadi terimakasih SI D'nOK
Herlina Karunia,1,2024-05-28 07:42:34,PAKAI APLIKASI KIRAIN MAKIN CEPET MALAH MAKIN LAMA .
pram arjuna,5,2024-05-28 03:33:01,Mantap .... tergantung Hokky kalau pas lolos semua langsunh bisa di cetak Akte .. KK dan KTP
Hendra005,1,2024-05-28 01:56:38,"Pelayanan lama , masih banyak bug, tidak ada keterangan / contoh foto berkas nya seperti apa, nyesel nunggu 1 minggu tapi berkas di tolak karena alesan foto kurang lengkap, aplikasi pemerintah itu ga ada yang berguna"
Fery Triyoga,1,2024-05-21 02:54:29,Saya tidak bisa login dengan password yang diberikan moderator
Yohan RS,4,2024-05-20 03:06:14,"sudah di upload di tolak mulu ,,, proses verifikasi lambat , tidak profesional , aplikasi kyk buatan anak SD"
Magenda Astania,1,2024-05-20 02:26:32,"Mau daftar akun nik udah dipake, padahal belum pernah daftar Lupa sandi data tidak temukan Bukan membantu malah mereotkan"
anas,1,2024-05-17 04:10:18,"adanya apliksi ini mnyusahkan mpersulit. haruse di per mudahh,tpi ini knp di persulit. jadi pihak kcm smkin enk kita rakyat nya yg sulit. aq pngjuan akte dah 7x di tolak truss dngn alasan yg gak jelass"
Bima Sakti Handika,1,2024-05-16 06:25:50,Kok tidakbisa di input ? Padahal semua sudah benar
Desy wulan,1,2024-05-14 06:30:49,"saya kira dengan menggunakan aplikasi ini akan di permudah .. ternyata malah di persulit.. udah seminggu belom juga di verifikasi. jika aplikasi tidak bisa membantu sebaiknya di hapus saja,"
Riski Agasta,1,2024-05-13 03:41:36,Opsi yg tidak bisa dimengerti masyarakat yg tidak paham
Muchamad Farid Alfian Channel,1,2024-05-08 11:34:46,"Aplikasi mempersulit hidup manusia ya gini, gaada gunanya!!!"
Edo Kesuma,1,2024-05-08 09:59:38,"Mempersulit urusan,karena di tolak berkali kali,dan belum tentu orang memahami apa saja yang harus di upload.tida semua orang mengerti maksud dan tujuan."
SIREP BASUKI,1,2024-05-07 17:33:25,"semrawut,kebutuhan masyarakat terbengkalai,kembalikan semula yang bermutu"
Bogie Ahp,1,2024-05-06 12:53:51,Dibikin salah terus apa emang tujuannya biar pake jasa calo? Kok keliatan bgt sengaja disalah2in
sutrisni,4,2024-05-06 09:20:03,"Selamat sore, terkait data yang telah saya isikan untuk profil akun SI D'nOK apakah bisa diubah? Karena saya tadi melakukan kesalahan input pada alamat tempat tinggal dan mencoba menghubungi nomor WhatsApp yang dicantumkan namun ternyata nomor tersebut tidak terdaftar pada WhatsApp. Mohon bantuannya"
Edy Sudjarwo,1,2024-05-06 08:37:52,"Terus ap gunanya buang waktu ke RT,RW,kelurahan,kecamatan.ijin ga kerja tapi nyampe dukcapil.cuman suruh online.hadeh..."
Riski Aprilia Nugroho,1,2024-05-03 05:07:37,"Ini aplikasi apaan sih. Pengajuan pertama ditolak katanya salah harusnya kedatangan, bukan perubahan data. Padahal jelas2 yg ngisi anak2 magang atau perbantuan atau apa itu di dukcapil, sy ngisi jg disana. Ngajuin kedua ditolak lagi karna salah formulir. Udah verifikasi lama, ditolak trus. Ga jelas bgt. Daripada Bolak balik kayak gini tuh dijelasin dari awal syarat2nya apa, yg lengkap, YANG JELAS. jd orang ga bolak balik ngisi."
Ratih Devi,1,2024-04-29 02:40:06,"Aplikasi tidak berguna,malah mempersulit bukannya di permudah klo online"
Lidia Puspa,1,2024-04-26 00:36:14,"Adminnya gak ramah 😪😪😪 emosian dan sangat tidak membantu Appnya juga serba lambat, ini aplikasi sangat menyulitkan dan buang2 waktu"
WAHYU LESTARI,1,2024-04-25 00:40:35,Maaf kenapa sejak di online kan malah jadi lama ya. Padahal saya emergency harus ngurus surat pindah karna mau lahiran dan mengurus bpjs . Trus apa harus nunggu habis lahiran. Ini kebijaka. Malah merugikan. Mana sayapindah antar provinsi. Kan gak mungkin bolak balik karna biaya banya 😡😡😡😡😡😡😡😡😡😡😡😡😡
Veriawan Praditya,1,2024-04-24 13:29:00,Apk taii gua verifikasi akte gakk bisa bisaa pekok
aisha ikakusuma,1,2024-04-24 08:40:01,"Seharusnya mempermudah karna adanya aplikasi, lah ini malah mempersulit.. 2x pengajuan akta kelahiran aja ditolak terus🤦, belum lagi proses nya lama banget Mending"" manual aja, ketimbang ada online nya"
Nanang Wibowo,1,2024-04-23 06:37:11,"Asli parah, pengurusan berkas pindah wilayah yg masih 1 kelurahan dan kecamatan saja sudah 2 BULAN belum jadi juga, statusnya masih diproses terus, biasanya lewat jalur offline paling lama 1 BULAN sudah jadi"
Zevran Al. Izra,1,2024-04-22 03:58:29,"Woi yang bener ajee, ga jelas bgt aplikasi nya. Rugi dong🥱. Admin nya kebanyakan maen slot, respon lama bener. Kalo ga pecus ngurus aplikasi di delet aja lah kasian sama orang yang lagi butuh ngurus dokumen keluarga. kesel kan jadinya"
Tupolev- 16,5,2024-04-19 09:19:24,Cepat
Nisakif Id,1,2024-04-19 01:49:45,"Terlalu ribet untuk verifikasi menunggu terlalu lama sekali,aplikasi dan admin nya kurang ini... verifikasi terlalu lama bukannya mempermudah adanya aplikasi malahan memperlama"
Resa Kristovores,1,2024-04-18 04:35:39,Aplikasi rusak
Natalia Angelina Destyaningrum,1,2024-04-18 04:08:59,"Sudah berhasil registrasi, NIK dan password dah betul, login gagal terus."
Muslikhin Semarang,5,2024-04-17 15:43:17,"Aplikasi ini sangat membantu karena saya sudah membuktikan gak kaleng2, cuma 1 hari Akta anak dan Kartu Keluarga langsung jadi, sungguh luar biasa untuk aplikasi dan para petugasnya saya kasih 5 bintang dan 4 jempol, semoga kota semarang semakin berkembang baik kota maupun aplikasi2 nya, jayalah selalu kotaku tercinta..."
Wiwiek Handayanie,1,2024-04-13 19:12:34,"Jauh"" hidup d rantau ,pulang ijin bolos krja buat rmpungin urusan pecah kk ,eee mlh d bikin ribet gk jelas , udah ngurus ini itu dari pihak"" yg d tujukan dan syarat"" selesai ,, eee smpai ketmpat yg d tuju d suruh online , stlah online berturut"" d tolak gk d konfirm, kata'a data blom lngkap ,akhir'a smpe skarang blom tk urus ... Udah hidup rumit mlh d tambah rumit dgn yg apa"" d bikin online ,yg orang awam gk pada ngerti kayak saya ini"
rina styani,1,2024-04-03 23:42:23,"Verifikasi lama semingguan itupun harus ke kelurahan karena udah seminggu tidak diverifikasi, dibuat online seharusnya otomatis tidak membutuhkan waktu lama , dan berkas-berkas pendukung yang dijelaskan aplikasi hanya wajib KK dan berkas lainnya aja, sudah 2x pengajuan ditolak karena berkas-berkas yang diupload kurang terus"
lali hjsgdsajg,2,2024-03-28 12:11:48,Kinerja sdmnya yg mnrt sya ndk jelas. SOP 5-7 hari kerja. Kok punya sy sama sekali ndk digrubris sampai lbh 14 hari. Kalo ndk WA dutcapil minta di up apa bakal ada tindakan. Wiz angel angel... gak nggenah Model jika ada revisi di reupload ulang diminta nunggu 5-7hari lagi. Giliran Wa udah 7 hari malah adminnya centang 1.
Muhammad Afan,1,2024-03-27 05:02:37,"Jangan dipaksakan pake aplikasi kalo blm siap,, RUWET"
Aji Setiawan,1,2024-03-27 03:19:48,Proses terlalu lama
Agus Sutrisno,1,2024-03-22 02:54:08,"Aplikasi membingungkan... Harusnya ada 2pilihan offline dan online... Semakin g bermutu.... Katanya Semarang makin maju... Malah sekarang jadi SEMARANG MAKIN MUNDUR.. RT ,RW GUNANYA APA..... 😀😀😀😀 Coba intropeksi diri ratingyg banyak permasalahannya apa... Kalau bisa offline harus tetap ada. masak nenek nenek dan kakek kakek suruh online..... 🤦🤦🤦🤦"
orin nur anisa,1,2024-03-21 03:14:57,"Konoha kebanyakan apk menyusahkan, mau maju tp ini kalo blm ready nunggu dulu apa susahnya 🗿"
Gladis Ayu,3,2024-03-20 04:00:33,"Mau buat KTP baru setelah menikah, disuruh bikin online, tapi di online tidak ada tampilan membuat KTP, pas buat KK baru aja sampe berulang kali salah, padahal penulisan udah benar. Lumayan cepat sih buat malam pagi udah jadi."
Deva Ardian,1,2024-03-19 08:59:19,Bukanya bikin mudah mlh mempersulit
Tukijo Joe,5,2024-03-16 12:06:30,Aplikasi sangat membantu sekali dalam mengurus administrasi kependudukan...terima kasih Pemkot Kota Semarang
Arta Aji,1,2024-03-16 04:21:36,"Aplikasi aneh, kalo emang belum siap pelayanan online jangan dulu make ginian. Ini aplikasi bukanya mempermudah malah buat susah. Dateng ke dukcapil dengan syarat udah lengkap surat pengantar rt rw kelurahan sampe sana disuruh online, yaudah nurut online pulang lagi ke rumah buat input dan sampe sekarang dengan waktu 10 hari data tidak diverivikasi. Solusinya apa ?? Calo ?"
Narty Adjah,5,2024-03-11 13:27:48,sangat membantu trima kasih
Niko Dwi,1,2024-03-10 10:33:44,Malah mempesulit urusan Pegawai pada ngangur main hp Bukannya makin cangih malah makin buruk Tidak ada ketegasan pemerintah. MEMPERSULIT WARGA
Nur Faizin,4,2024-03-06 04:23:16,Sangat membantu
Fata Avidayanti,1,2024-03-05 11:01:30,"Bukan mempermudah malah bikin ribet,urus akta kelahiran anak saja salah dalam penulisan status agama padahal KK & KTP orang tua agama Kristen dan semua data yang diminta sudah sesuai kenapa saat sudah diproses malahan agama anak jadi islam.itu kira"" kerjanya bagaimana sehingga bisa terjadi seperti ini.sangat kecewa karena selalu saja mempersulit.mohon ditindaklanjuti dan diteliti data yg masuk agar tidak terjadi seperti ini lagi."
Malintan Hernawan Putra,1,2024-03-05 10:11:27,Aplikasi mudah di gunakan cmn verifikasi lama sekali mending manual saja
Fathi Haidar Rizqi,2,2024-03-04 15:55:44,"Mending jangan pakai aplikasi"" kayak ginian lah, susah+repot jadinya mending langsung dibuatin dari kecamatan nya sendiri apalagi kalau ada orang yang lebih tua bingung cara daftarinnyaa"
Teguh Pranoto,3,2024-03-01 16:58:23,Sangat sangat tidak membantu bikin ribet buat akta anak aja lamanya bukan main daftar belum juga diverifikasi udah gitu syaratnya pakai biodata saksi lagi emang gampang apa minta biodata orang lain coba pikir kalo sudah tidak punya ortu terus mau minta biodata siapa plus nyertain KTP sama surat nikah emang ada yg mau ngasih tolong lah jangan nyusahin rakyat niatnya baik tp pelaksanaannya nol besar🙏
Agus Imam Hariri,3,2024-02-28 05:30:14,baik
annas ilmianto,2,2024-02-27 02:52:44,Kok g bs dibuka y?
Dolphinz Land,2,2024-02-12 01:56:03,"Kenapa sekarang lama banget prosesnya? Dulu perubahan kk, buat akte kematian, buat kia cuma butuh waktu 1 smpe 2 minggu jadi, lha sekarang lama banget belum diverifikasi, ortu bikin perubahan data kk sudah 3 bulan lebih ga ada kabar, tetap belum diverifikasi, padahal mau di gunakan untuk mengurus perubahan status di ktp, kok sekarang ga ada link untuk membuat KTP-EL ya"
Siti Nur Rohmah _,1,2024-02-10 15:49:57,"ktp saya rusak, mau ngurus saja tidak ada menu ktp el nya. Ini gimana sih."
Agus Sholeh,5,2024-02-10 00:43:54,good
Rahmad Taofik,5,2024-02-09 07:09:33,mantap
Artin Ningsih,3,2024-02-09 01:50:52,sering ngelag
Fkress firman,5,2024-02-08 14:13:55,nice for smrg.. 👍
Enda Dwik,1,2024-02-07 05:05:47,"Nunggu verifikasi lama, lapor nomor pengaduan akhrinya 2 hari baru diverivikasi. Masih suruh nunggu lagi sedang diproses. Nunggu-nunggu terus. Ya Allah berikanlah kesabaran. Gak tau gimana sistem kerjanya yg jelas sangat lambat. Mempersulit"
endonpdc,2,2024-02-07 02:34:33,Input di PC/ laptop saja
Hari Mustafa,5,2024-02-06 13:48:01,ok gass
ARN,2,2024-02-06 11:19:27,"Udah urus manual ke kelurahan, di suruh by online, oke aku by online niat biar efisien ternyata porsesnya luamaaa poooolllll sudah 2 hari ngirim blm d proses"" :"")"
Kiki Sudarsono,1,2024-02-06 07:53:10,"malah bikin ribet, mending cara manual seperti biasa bisa kontrol warga"
ninik fitriana,3,2024-02-06 03:54:19,kenapa di aplikasiku tidak ada ktp el nya ya?
Daru Listiyono,5,2024-02-05 00:32:26,aplikasi yg sangat membantu
Marmono Mono,5,2024-02-04 06:17:36,mantap
Indra Aprialdi Guci,2,2024-02-02 12:24:36,Sayang sekali untuk upload data tidak bisa
teguh windu,5,2024-02-01 23:41:57,lebih praktis dan canggih
Acenk Piegonbreeder,1,2024-02-01 11:13:40,"Malah bikin ribet, Parah kinerja A§N jaman sekarang Mau enaknya saja Udah gak punya rasa melayani rakyat"
Andy Lucky,3,2024-02-01 08:05:03,maaf semtara saya kasih bintang 3 dulu blm tau cara nya
Indri Rahayu,5,2024-02-01 05:15:20,baik
Imam Sadili,1,2024-01-31 02:52:16,Pengerjaan verivikasi ajj lemot sekali Mending ngurus manual cuk
yohanes gatot aji suseno,5,2024-01-31 00:25:13,oke
Nayla Wildan,4,2024-01-30 07:21:18,mantTAP
Devita Anggreyani,2,2024-01-29 14:12:40,Mau buat akte kelahiran online. Dari awal udh enak semua dikasih gampang. Laaah waktu mau upload berkas kagak bisa woyyy. Ga membantu sihh apk kek gini. SEKIAN
Yukko,1,2024-01-29 09:52:04,"Curiga sama aplikasinya , tiba tiba banyak iklan slot habis donwload ini"
erwin pierzy,5,2024-01-29 07:29:00,malah ribet
"Ir. Endro Wasito, M.Kom.",3,2024-01-29 02:36:34,"tidak user friendly, user tidak bisa merubah data akun"
nur rofik,1,2024-01-28 11:09:26,ApLikasi SETAN !! MENYUSAHKAN .. tidak diberi bimbingan ..suruh isi sendiri ..percuma di bayar mahaL di kecamatan !!! Harusnya di pantau di Lokasi .. dikerjakan oLeh staff di sana !!! Memuakkan
Isya Aroh,1,2024-01-27 20:03:51,"Ratingnya njeblok, niatnya sih baik untuk mempermudah, namun kenyataannya justru ribet, tidak langsung ditangani, butuh berhari-hari data yang terkirim diverifikasi, user interface nya lumayan buruk. Bila tenyata tidak kunjung ada perbaikan pelayanan, ini sangat mencurigakan."
Elga Utomo,1,2024-01-26 13:58:40,"Perihal upload bermasalah tidak dapat jalan di hape sepertinya,, mohon di perbaiki"
ria sugiarti,5,2024-01-26 12:41:18,Saya 5 tahun lalu ngurus akte anak saya yg pertama uda online .. trus tahun ini pake aplikasi ini .. tambah cepet praktis ga ribet ..
Johan Rhemawan,1,2024-01-26 12:22:49,"bikin akta kelahiran dan ngubah kk aja pake ginian,, nyusahin nggk salah kalo nanti banyak yang nggk akan jalan soal data kependudukan karena pada ribet bikin ginian"
Hisyam kerenz,1,2024-01-26 07:00:12,Ribet mengulang2
Ali Romadhon,5,2024-01-25 23:54:34,Terimakasih sangat membantu
surani idawati,5,2024-01-25 09:17:12,lebih 3e
Rahma Watik,1,2024-01-24 03:24:36,"Dengan adanya aplikasi ini bukan memudahkan tapi malah menyusahkan ribet, proses lama aplikasi sangat lemot, sudah ke capil diarahkan online Giliran online data semua sudah lengkap no NIK no KK no hp email tetap gak bisa proses WA juga gak ada balasan"
Yuli Susanti,1,2024-01-23 14:31:17,Ruwet.....ngelu ....bola Bali di tolak datane 😭
Abdul Syukur,5,2024-01-23 12:10:03,pelayanan bagus
Prast Dani,1,2024-01-23 04:31:44,"Penggunaan aplikasi tidak mempermudah proses malah memperlama, respon admin satu dengan yg lain instruksinya beda."
chugi chipit,5,2024-01-23 03:44:21,Bisakah pembuatan Kk baru melalui online atau aplikasi?
yunus hendro,4,2024-01-22 21:44:28,lebih ditingkatkan lagi
tri wahono,5,2024-01-22 05:02:26,mantab
Ipung Prasetyo,5,2024-01-22 05:00:01,susah
Aq Pancen Sutreez,4,2024-01-22 00:44:48,sangat membantu👏👍
ALICE channel,1,2024-01-21 20:28:21,Salah nomor induk kk gak bisa diedit mending ke kelurahan lang lah app gk bermanfaat
Winarno Winarno,5,2024-01-20 03:40:12,unt masukkan foto dokomen file masih kesusahan
Achmad Sodik,5,2024-01-19 11:32:32,satset tanpa ribet n cepet pelayanannya josss kota SEMARANG
afiis 14,3,2024-01-19 09:59:39,Trus kalau klasifikasi pindah antar RT gmn?
Kunadi Pudjiartha,1,2024-01-19 07:36:10,"Migrasi dr sistem blm sempurna, saya di KK lama tercatat menikah dan istri saya jg menikah, kenapa via sidenok saya dinyatakan menikah tercatat sedang istri saya menikah tidak tercatat, kesalahan sistem seperti ini sangat merugikan"
kene cah,1,2024-01-19 02:16:34,"udah bener datang ke kantor gk dilayani , form suruh onlen . mana uplod nya susah"
Ay,1,2024-01-19 01:02:38,"Menurut saya dengan adanya aplikasi ini bukan mempermudah tapi justru mempersulit. Upload file yg ribet karna ukuran harus kecil belum lagi kalo gambarnya jadi pecah. Konfirmasi yang lama sudah seminggu lebih kok masih proses terus keterangannya. Mending nunggu seharian di kecamatan data langsung jadi saat itu juga. Gini kan klo ada keperluan mendadak jadi susah, kk akte ga jadi jadi. Udah jauh"" dateng sampe kecamatan malah disuruh online. Mending buat 2sistem deh ada online ada offline."
Peny ningtiyas,5,2024-01-18 06:12:29,bagus dan cepat
Ade Heryanto,5,2024-01-18 04:59:08,praktis dan cepat
Jisa Karuniawati,1,2024-01-18 02:38:11,Upload dokumen gak bisa bisa.
kini setya,5,2024-01-17 13:06:18,"aplikasinya cepet mudah dan praktis,"
Hery Purwanto,1,2024-01-17 06:39:06,"Online ko lama amat, administrasinya makin ga jelas neh. Tolong benahin dong biar bisa berjalan dengan baik."
Faris Niam Maulana,1,2024-01-17 03:28:45,Pelayanan lamban
Nur Fakih,5,2024-01-17 01:05:28,Sangat membatu masyarakat kota Semarang... Semarang Semakin Hebat
Tsalitsatul Maghfiroh,5,2024-01-16 02:31:02,joz
Rahmad Saifudin,1,2024-01-16 01:24:55,"aplikasi blum begitu canggih, upload foto gak bisa d pencet,,,gt dri pihak kecamatan gak mau melayani,,,,,kasihan yg tua2"
Dutha ayodhya,1,2024-01-16 00:27:39,Sangat menyusahkan..sdh seminggu tdk ada di verifikasi..
Sunaryono,3,2024-01-15 04:15:10,susah
Bryan Azril,5,2024-01-15 03:54:31,good
San Ajisaka,1,2024-01-14 00:25:51,"aplikasi ga jelas! sudah cape2 ngisi data segala macem eh... giliran pas upload file ga bisa! ga ada reaksi apa2, payah"
Sutrisno,2,2024-01-11 04:29:24,Ada adminnya gak sih? Pengajuan sudah 4 hari belum diverifikasi. Padahal pengajuan pas hari kerja
sunar san,3,2024-01-11 02:10:46,mau uplod file aj susah minta ampun
Sri Wahyuni Widiastuti,1,2024-01-10 03:54:59,"aduh kok sulit, ya"
Nikmatun Atun,1,2024-01-09 06:38:54,Aplikasi SAMPAH MEYUSAHKAN MASYARAKAT. udah isi data notif salah. Sandi salah. Yg buat kebijakan seperti ini harus mundur dari jabatan. Gak ada gunanya.
Laila Putri,1,2024-01-09 03:28:59,"dari Kemarin Pengajuan nggak diverifikasi,Error Notifikasinya. Gimana sih, masa harus ngulang terus ngisi Data pribadi. Aplikasi nggak jelas👎"
Reflus Halidjar,1,2024-01-09 01:55:43,"Menyusahkan masyarakat, seharusnya kalau masa awal perubahan sistem petugas dukcapilnya membantu memasukkan dokumen sampai selesai, ini sudah jauh2 datang disuruh pulang buat download aplikasi dan isi di rumah, lama antri cuma dibegitukan"
Jonathan Aditya,2,2024-01-08 04:44:54,Tidak ada menu mengedit profil akun.
Chrizt Tanto,5,2024-01-06 03:10:01,Mantap
Eko Priyanto,5,2024-01-05 15:27:53,"Bagus.. cukup membantu, praktis dan otomatis"
slamet mulyono,5,2024-01-05 14:21:15,baguus
Alfi Harda,5,2024-01-05 11:46:32,memudahkan pelayanan publik dg sistem online 👍
martinus cahyo,1,2024-01-04 08:57:49,Tdk bsa suport
Endang Riyanti,4,2024-01-03 08:42:11,ok
Aini Machabbati Prabowo,5,2024-01-01 22:22:00,"Sangat membantu sekali, pemohon ga perlu riwariwi dan antri lama buat ngurus surat permohonan.Untuk estimasi tolong lebih diperhatikan lagi."
Fyan Fuad,1,2023-12-31 06:38:29,Mau ganti e ktp rusak aja ribet apk pemerintah mesti kaya gini mau buat apa pun nanggung ga sekalian di selesaikan parah
Noval Ishaki,1,2023-12-28 09:24:50,"Mempersulit bukan mempermudah terus yang kerja di kelurahan n kecamatan ngerjain ap???, kurang faham sama kebijakan pemerintah Kasian kalau gak punya hp"
Zaini Zen,1,2023-12-28 05:54:33,Sudah 2 hari belum juga di verifikasi. Dan gak ada kejelasan... Padahal sebelumnya sudah ke dukcapil. Namun di arahkan untuk online.. setelah online kek gini hasilnya.. parah banget
Ayuliana Kristanti,4,2023-12-28 04:37:23,agak sdikit rumit untuk pemula sih tp ok lah
Munandar ShelterCKD,5,2023-12-28 01:09:06,sangat membantu
RR Dyah Ayu Kurnianing,5,2023-12-26 23:37:12,"Waktu buat KTP alhamdulillah respon cepat dan KTpnya bisa saya ambil di despinduk capil..semoga semakin maju pelayanannya untuk mempermudah yg tua2 untuk mengisi denok..saya caleg Partai GELORA ( GELOMBANG RAKYAT Semarang selatan dan semarang Barat DPRD kota kertas suara warna hijau Rr Dyah Ayu Kurnianing , SH nomer urut 5 mohon dukungan supaya saya jd DPRD kota yang membawa keberuntungan untuk masyarakat secara material dan non material untuk masyarakat luas"
Alexander Aditya,5,2023-12-25 22:07:11,smg hebat
Salasa Munawar,2,2023-12-24 14:14:20,kebanyakan iklan dan tiap masuk susah!!!!!
Putri Thalia,1,2023-12-23 11:41:11,"Sangat sangat menyusahkan sekali , aplikasinya tidak bisa buat foto dokumen.. Bukanya menggampangkan rakyat kecil malah menyusahkan rakyak kecil, Padahal dulu tidak sesusah ini datang ke kecamatan tunggu beberapa hari langsung jadi.. Tolong min di perbaiki lagi aplikasinya biar masyarakat gampang untuk akses"
Agus budi pramono,4,2023-12-23 01:56:31,bagus untuk membantu mencari identitas
rio saputra,5,2023-12-22 09:13:28,sangat membantu
Ratih 1904,5,2023-12-22 03:52:49,klo masuk lodang loding trus hrus pakai sandi trus
Mochamad Ridwan,1,2023-12-21 02:17:06,Apk gak guna login gak bisa. Mengajukan lupa sandi juga gak bisa
Andhika Dwi Hananta,5,2023-12-19 03:51:30,membantu penduduk semarang
helvy andri luckman,1,2023-12-18 11:56:14,"Tetep bintang satu, perubahan profile susah nyarinya.."
Hartanto Saputro,1,2023-12-14 06:01:09,Sangat susah upload foto dokumen.....2 jam gak bisa²....harus di cek dan di evaluasi dulu aplikasi kaya gini...bukannya memudahkan malah menyusahkan orang.... aplikasi kaya gini harus di perbaiki ulang....rating aja 4.7 tapi kenyataanya tidak sesuai sama sekali
TATAG TRI WIBOWO,5,2023-12-13 06:59:32,mempermudah layanan publik
Otniel evan Imanirali,5,2023-12-13 03:17:38,sangat membantu sekali cm agk Binggung
ripal rizqi,5,2023-12-13 00:32:26,sangat bagus proses cepat dan ringan biaya
Mega Fitri Yani,3,2023-12-11 11:10:33,"Bikin pengajuan akte 4x di tolak, bukannya mempermudah malah jdi lebih ribet."
K5N 005,5,2023-12-10 08:27:06,"Aplikasinya Bagus, sangat membantu"
Danik Danik92,1,2023-12-09 03:21:42,Ribet upload dokumen gagal terus
Kedun San,1,2023-12-04 10:55:36,sangat tertinggal sekali dari daerah lain. menu untuk ngurus ktpnya mana?
Ruben Bholo,4,2023-12-02 06:44:54,sangat bagus
Panji Laksono,4,2023-12-01 04:33:36,si dnok is the best
Saber Hoax,1,2023-11-25 22:55:30,upload file berkas susah
Erick W,1,2023-11-22 00:56:22,ribet pakainya
Setyo Noor Irlambang,5,2023-11-21 07:40:52,bagus
beny marsetyono,5,2023-11-19 07:29:40,input pengajuan 24 jam langsung jadi mantap. bisa langsung cetak di mesin anjungan mandiri.
IM'A,1,2023-11-17 10:10:01,"nyusahke,, wes tekan kecamatan nggowo surat"" lengkap jek di kon sing bersangkutane teko,, percuma tanda tangan diatas materai nek jek di kon moro ngetik dewe,, gunane petugasmu ki opo?,, dan lamban"
naavinaa 3178,1,2023-11-17 09:20:29,Dulu kumpulkan berkas ASN yg input data selesai di panggil .. . sekarang harus input data sendiri dan susah sekali tertolak berkali2 ...tolong kurangi ASN di divisi masing2 ...karena setengah kerja mereka sudah masyarakat yg mengerjakan sendiri
Rama Nidya Khafidhin,5,2023-11-17 02:53:22,"terimakasih, pelayanan mudah, cepat dan aman."
Heri Setiawan,1,2023-11-16 07:41:27,Bukan nya dipermudah malah tambah ribet
Andini Gita s,3,2023-11-15 14:27:28,"Dalam aplikasi saya tidak ada Pelayanan ""KTP EL"", kenapa ya kira² pak/bu ? Apakh bisa diperbaiki ?"
Lailatun Nikmah,5,2023-11-15 12:31:50,"fast respon... pelayanan cepet,puass banget pokoknya"
Gus wahyu,1,2023-11-15 02:41:48,ngecek id sm proses kok g bs...trus sya tau dr mana ptosesnyw
Danil Satria,1,2023-11-12 17:28:19,SENIN - JUMAT
yuli ani,5,2023-11-12 10:51:26,pelayanannya bagus
Triasno Utomo,5,2023-11-10 04:03:15,baik
Wulan Ayu stefani,1,2023-11-09 12:29:35,buat mengirim foto terlalu susah semoga bisa di perbaiki lagi
Warno,2,2023-11-07 15:30:05,"Sangat menyusahkan,untuk upload dokumen ukuran file terlalu kecil dan bahkan parahnya lagi g bisa upload gambarnya,alih alih memudahkan malah ribet sangat sangat tidak membantu !!!"
Aditya Ramadhan,5,2023-11-06 07:33:25,sagat puas
teguh wahyu utomo,3,2023-11-06 01:33:59,Mau buat akta kematian suruh lampirin keterangan kematian dr kelurahan/surat keterangan kematian dr dokter Duh....
Nyun Sewu,1,2023-11-03 07:12:45,"aplikasi ini malah akan memperlambat proses dari kebutuhan masyarakat. pegawainya malah tidak bekerja dengan maksimal. kalau mau pakai aplikasi seperti ini, seharusnya diimbangi juga dengan kecekatan follow up dari bagian yg mengurus aplikasi ini"
Aristo Winska Dwireno,2,2023-11-02 03:49:36,marai mumet
Alwy Elrosa,3,2023-11-01 03:18:44,lemott
